Att,Disp,Min_BER,MAX_Q_FACTOR
0.4,14.35,0.000011,0.4243904
0.4,14.35,1,0
0.4,14.55,0.000003,0.4537422
0.4,14.55,1,0
0.4,14.75,0.000003,0.4522835
0.4,14.75,1,0
0.4,14.95,0.000042,0.3930505
0.4,14.95,1,0
0.4,15.15,0.000019,0.4117771
0.4,15.15,1,0
0.4,15.35,1,0
0.4,15.35,1,0
0.4,15.55,1,0
0.4,15.55,1,0
0.4,15.75,1,0
0.4,15.75,1,0
0.4,15.95,1,0
0.4,15.95,1,0
0.4,16.15,1,0
0.4,16.15,1,0
0.4,16.35,1,0
0.4,16.35,1,0
0.4,16.55,1,0
0.4,16.55,1,0
0.4,16.75,1,0
0.4,16.75,1,0
0.4,16.95,1,0
0.4,16.95,1,0
0.4,17.15,1,0
0.4,17.15,1,0
0.4,17.35,1,0
0.4,17.35,1,0
0.4,17.55,1,0
0.4,17.55,1,0
0.4,17.65,1,0
0.4,17.65,1,0
0.41,12.75,1,0
0.41,12.95,1,0
0.41,13.15,1,0
0.41,13.35,1,0
0.41,13.55,1,0
0.41,13.75,1,0
0.41,13.95,1,0
0.41,14.15,1,0
0.41,14.35,1,0
0.41,14.55,1,0
0.41,14.75,1,0
0.41,14.95,1,0
0.41,15.15,1,0
0.41,15.35,1,0
0.41,15.55,1,0
0.41,15.75,1,0
0.41,15.95,1,0
0.41,16.15,1,0
0.41,16.35,1,0
0.41,16.55,1,0
0.41,16.75,1,0
0.41,16.95,1,0
0.41,17.15,1,0
0.41,17.35,1,0
0.41,17.55,1,0
0.41,17.65,1,0
0.42,12.75,1,0
0.42,12.95,1,0
0.42,13.15,1,0
0.42,13.35,1,0
0.42,13.55,1,0
0.42,13.75,1,0
0.42,13.95,1,0
0.42,14.15,1,0
0.42,14.35,1,0
0.42,14.55,1,0
0.42,14.75,1,0
0.42,14.95,1,0
0.42,15.15,1,0
0.42,15.35,1,0
0.42,15.55,1,0
0.42,15.75,1,0
0.42,15.95,1,0
0.42,16.15,1,0
0.42,16.35,1,0
0.42,16.55,1,0
0.42,16.75,1,0
0.42,16.95,1,0
0.42,17.15,1,0
0.42,17.35,1,0
0.42,17.55,1,0
0.42,17.65,1,0
0.43,12.75,1,0
0.43,12.95,1,0
0.43,13.15,1,0
0.43,13.35,1,0
0.43,13.55,1,0
0.43,13.75,1,0
0.43,13.95,1,0
0.43,14.15,1,0
0.43,14.35,1,0
0.43,14.55,1,0
0.43,14.75,1,0
0.43,14.95,1,0
0.43,15.15,1,0
0.43,15.35,1,0
0.43,15.55,1,0
0.43,15.75,1,0
0.43,15.95,1,0
0.43,16.15,1,0
0.43,16.35,1,0
0.43,16.55,1,0
0.43,16.75,1,0
0.43,16.95,1,0
0.43,17.15,1,0
0.43,17.35,1,0
0.43,17.55,1,0
0.43,17.65,1,0
0.44,12.75,1,0
0.44,12.95,1,0
0.44,13.15,1,0
0.44,13.35,1,0
0.44,13.55,1,0
0.44,13.75,1,0
0.44,13.95,1,0
0.44,14.15,1,0
0.44,14.35,1,0
0.44,14.55,1,0
0.44,14.75,1,0
0.44,14.95,1,0
0.44,15.15,1,0
0.44,15.35,1,0
0.44,15.55,1,0
0.44,15.75,1,0
0.44,15.95,1,0
0.44,16.15,1,0
0.44,16.35,1,0
0.44,16.55,1,0
0.44,16.75,1,0
0.44,16.95,1,0
0.44,17.15,1,0
0.44,17.35,1,0
0.44,17.55,1,0
0.44,17.65,1,0
0.45,12.75,1,0
0.45,12.95,1,0
0.45,13.15,1,0
0.45,13.35,1,0
0.45,13.55,1,0
0.45,13.75,1,0
0.45,13.95,1,0
0.45,14.15,1,0
0.45,14.35,1,0
0.45,14.55,1,0
0.45,14.75,1,0
0.45,14.95,1,0
0.45,15.15,1,0
0.45,15.35,1,0
0.45,15.55,1,0
0.45,15.75,1,0
0.45,15.95,1,0
0.45,16.15,1,0
0.45,16.35,1,0
0.45,16.55,1,0
0.45,16.75,1,0
0.45,16.95,1,0
0.45,17.15,1,0
0.45,17.35,1,0
0.45,17.55,1,0
0.45,17.65,1,0
0.46,12.75,1,0
0.46,12.95,1,0
0.46,13.15,1,0
0.46,13.35,1,0
0.46,13.55,1,0
0.46,13.75,1,0
0.46,13.95,1,0
0.46,14.15,1,0
0.46,14.35,1,0
0.46,14.55,1,0
0.46,14.75,1,0
0.46,14.95,1,0
0.46,15.15,1,0
0.46,15.35,1,0
0.46,15.55,1,0
0.46,15.75,1,0
0.46,15.95,1,0
0.46,16.15,1,0
0.46,16.35,1,0
0.46,16.55,1,0
0.46,16.75,1,0
0.46,16.95,1,0
0.46,17.15,1,0
0.46,17.35,1,0
0.46,17.55,1,0
0.46,17.65,1,0
0.47,12.75,1,0
0.47,12.95,1,0
0.47,13.15,1,0
0.47,13.35,1,0
0.47,13.55,1,0
0.47,13.75,1,0
0.47,13.95,1,0
0.47,14.15,1,0
0.47,14.35,1,0
0.47,14.55,1,0
0.47,14.75,1,0
0.47,14.95,1,0
0.47,15.15,1,0
0.47,15.35,1,0
0.47,15.55,1,0
0.47,15.75,1,0
0.47,15.95,1,0
0.47,16.15,1,0
0.47,16.35,1,0
0.47,16.55,1,0
0.47,16.75,1,0
0.47,16.95,1,0
0.47,17.15,1,0
0.47,17.35,1,0
0.47,17.55,1,0
0.47,17.65,1,0
0.48,12.75,1,0
0.48,12.95,1,0
0.48,13.15,1,0
0.48,13.35,1,0
0.48,13.55,1,0
0.48,13.75,1,0
0.48,13.95,1,0
0.48,14.15,1,0
0.48,14.35,1,0
0.48,14.55,1,0
0.48,14.75,1,0
0.48,14.95,1,0
0.48,15.15,1,0
0.48,15.35,1,0
0.48,15.55,1,0
0.48,15.75,1,0
0.48,15.95,1,0
0.48,16.15,1,0
0.48,16.35,1,0
0.48,16.55,1,0
0.48,16.75,1,0
0.48,16.95,1,0
0.48,17.15,1,0
0.48,17.35,1,0
0.48,17.55,1,0
0.48,17.65,1,0
0.49,12.75,1,0
0.49,12.95,1,0
0.49,13.15,1,0
0.49,13.35,1,0
0.49,13.55,1,0
0.49,13.75,1,0
0.49,13.95,1,0
0.49,14.15,1,0
0.49,14.35,1,0
0.49,14.55,1,0
0.49,14.75,1,0
0.49,14.95,1,0
0.49,15.15,1,0
0.49,15.35,1,0
0.49,15.55,1,0
0.49,15.75,1,0
0.49,15.95,1,0
0.49,16.15,1,0
0.49,16.35,1,0
0.49,16.55,1,0
0.49,16.75,1,0
0.49,16.95,1,0
0.49,17.15,1,0
0.49,17.35,1,0
0.49,17.55,1,0
0.49,17.65,1,0
0.5,12.75,1,0
0.5,12.75,1,0
0.5,12.95,1,0
0.5,12.95,1,0
0.5,13.15,1,0
0.5,13.15,1,0
0.5,13.35,1,0
0.5,13.35,1,0
0.5,13.55,1,0
0.5,13.55,1,0
0.5,13.75,1,0
0.5,13.75,1,0
0.5,13.95,1,0
0.5,13.95,1,0
0.5,14.15,1,0
0.5,14.15,1,0
0.5,14.35,1,0
0.5,14.35,1,0
0.5,14.55,1,0
0.5,14.55,1,0
0.5,14.75,1,0
0.5,14.75,1,0
0.5,14.95,1,0
0.5,14.95,1,0
0.5,15.15,1,0
0.5,15.15,1,0
0.5,15.35,1,0
0.5,15.35,1,0
0.5,15.55,1,0
0.5,15.55,1,0
0.5,15.75,1,0
0.5,15.75,1,0
0.5,15.95,1,0
0.5,15.95,1,0
0.5,16.15,1,0
0.5,16.15,1,0
0.5,16.35,1,0
0.5,16.35,1,0
0.5,16.55,1,0
0.5,16.55,1,0
0.5,16.75,1,0
0.5,16.75,1,0
0.5,16.95,1,0
0.5,16.95,1,0
0.5,17.15,1,0
0.5,17.15,1,0
0.5,17.35,1,0
0.5,17.35,1,0
0.5,17.55,1,0
0.5,17.55,1,0
0.5,17.65,1,0
0.5,17.65,1,0
0.51,12.75,1,0
0.51,12.95,1,0
0.51,13.15,1,0
0.51,13.35,1,0
0.51,13.55,1,0
0.51,13.75,1,0
0.51,13.95,1,0
0.51,14.15,1,0
0.51,14.35,1,0
0.51,14.55,1,0
0.51,14.75,1,0
0.51,14.95,1,0
0.51,15.15,1,0
0.51,15.35,1,0
0.51,15.55,1,0
0.51,15.75,1,0
0.51,15.95,1,0
0.51,16.15,1,0
0.51,16.35,1,0
0.51,16.55,1,0
0.51,16.75,1,0
0.51,16.95,1,0
0.51,17.15,1,0
0.51,17.35,1,0
0.51,17.55,1,0
0.51,17.65,1,0
0.52,12.75,1,0
0.52,12.95,1,0
0.52,13.15,1,0
0.52,13.35,1,0
0.52,13.55,1,0
0.52,13.75,1,0
0.52,13.95,1,0
0.52,14.15,1,0
0.52,14.35,1,0
0.52,14.55,1,0
0.52,14.75,1,0
0.52,14.95,1,0
0.52,15.15,1,0
0.52,15.35,1,0
0.52,15.55,1,0
0.52,15.75,1,0
0.52,15.95,1,0
0.52,16.15,1,0
0.52,16.35,1,0
0.52,16.55,1,0
0.52,16.75,1,0
0.52,16.95,1,0
0.52,17.15,1,0
0.52,17.35,1,0
0.52,17.55,1,0
0.52,17.65,1,0
0.53,12.75,1,0
0.53,12.95,1,0
0.53,13.15,1,0
0.53,13.35,1,0
0.53,13.55,1,0
0.53,13.75,1,0
0.53,13.95,1,0
0.53,14.15,1,0
0.53,14.35,1,0
0.53,14.55,1,0
0.53,14.75,1,0
0.53,14.95,1,0
0.53,15.15,1,0
0.53,15.35,1,0
0.53,15.55,1,0
0.53,15.75,1,0
0.53,15.95,1,0
0.53,16.15,1,0
0.53,16.35,1,0
0.53,16.55,1,0
0.53,16.75,1,0
0.53,16.95,1,0
0.53,17.15,1,0
0.53,17.35,1,0
0.53,17.55,1,0
0.53,17.65,1,0
0.54,12.75,1,0
0.54,12.95,1,0
0.54,13.15,1,0
0.54,13.35,1,0
0.54,13.55,1,0
0.54,13.75,1,0
0.54,13.95,1,0
0.54,14.15,1,0
0.54,14.35,1,0
0.54,14.55,1,0
0.54,14.75,1,0
0.54,14.95,1,0
0.54,15.15,1,0
0.54,15.35,1,0
0.54,15.55,1,0
0.54,15.75,1,0
0.54,15.95,1,0
0.54,16.15,1,0
0.54,16.35,1,0
0.54,16.55,1,0
0.54,16.75,1,0
0.54,16.95,1,0
0.54,17.15,1,0
0.54,17.35,1,0
0.54,17.55,1,0
0.54,17.65,1,0
0.55,12.75,1,0
0.55,12.95,1,0
0.55,13.15,1,0
0.55,13.35,1,0
0.55,13.55,1,0
0.55,13.75,1,0
0.55,13.95,1,0
0.55,14.15,1,0
0.55,14.35,1,0
0.55,14.55,1,0
0.55,14.75,1,0
0.55,14.95,1,0
0.55,15.15,1,0
0.55,15.35,1,0
0.55,15.55,1,0
0.55,15.75,1,0
0.55,15.95,1,0
0.55,16.15,1,0
0.55,16.35,1,0
0.55,16.55,1,0
0.55,16.75,1,0
0.55,16.95,1,0
0.55,17.15,1,0
0.55,17.35,1,0
0.55,17.55,1,0
0.55,17.65,1,0
0.56,12.75,1,0
0.56,12.95,1,0
0.56,13.15,1,0
0.56,13.35,1,0
0.56,13.55,1,0
0.56,13.75,1,0
0.56,13.95,1,0
0.56,14.15,1,0
0.56,14.35,1,0
0.56,14.55,1,0
0.56,14.75,1,0
0.56,14.95,1,0
0.56,15.15,1,0
0.56,15.35,1,0
0.56,15.55,1,0
0.56,15.75,1,0
0.56,15.95,1,0
0.56,16.15,1,0
0.56,16.35,1,0
0.56,16.55,1,0
0.56,16.75,1,0
0.56,16.95,1,0
0.56,17.15,1,0
0.56,17.35,1,0
0.56,17.55,1,0
0.56,17.65,1,0
0.57,12.75,1,0
0.57,12.95,1,0
0.57,13.15,1,0
0.57,13.35,1,0
0.57,13.55,1,0
0.57,13.75,1,0
0.57,13.95,1,0
0.57,14.15,1,0
0.57,14.35,1,0
0.57,14.55,1,0
0.57,14.75,1,0
0.57,14.95,1,0
0.57,15.15,1,0
0.57,15.35,1,0
0.57,15.55,1,0
0.57,15.75,1,0
0.57,15.95,1,0
0.57,16.15,1,0
0.57,16.35,1,0
0.57,16.55,1,0
0.57,16.75,1,0
0.57,16.95,1,0
0.57,17.15,1,0
0.57,17.35,1,0
0.57,17.55,1,0
0.57,17.65,1,0
0.58,12.75,1,0
0.58,12.95,1,0
0.58,13.15,1,0
0.58,13.35,1,0
0.58,13.55,1,0
0.58,13.75,1,0
0.58,13.95,1,0
0.58,14.15,1,0
0.58,14.35,1,0
0.58,14.55,1,0
0.58,14.75,1,0
0.58,14.95,1,0
0.58,15.15,1,0
0.58,15.35,1,0
0.58,15.55,1,0
0.58,15.75,1,0
0.58,15.95,1,0
0.58,16.15,1,0
0.58,16.35,1,0
0.58,16.55,1,0
0.58,16.75,1,0
0.58,16.95,1,0
0.58,17.15,1,0
0.58,17.35,1,0
0.58,17.55,1,0
0.58,17.65,1,0
0.59,12.75,1,0
0.59,12.95,1,0
0.59,13.15,1,0
0.59,13.35,1,0
0.59,13.55,1,0
0.59,13.75,1,0
0.59,13.95,1,0
0.59,14.15,1,0
0.59,14.35,1,0
0.59,14.55,1,0
0.59,14.75,1,0
0.59,14.95,1,0
0.59,15.15,1,0
0.59,15.35,1,0
0.59,15.55,1,0
0.59,15.75,1,0
0.59,15.95,1,0
0.59,16.15,1,0
0.59,16.35,1,0
0.59,16.55,1,0
0.59,16.75,1,0
0.59,16.95,1,0
0.59,17.15,1,0
0.59,17.35,1,0
0.59,17.55,1,0
0.59,17.65,1,0
0.6,12.75,1,0
0.6,12.95,1,0
0.6,13.15,1,0
0.6,13.35,1,0
0.6,13.55,1,0
0.6,13.75,1,0
0.6,13.95,1,0
0.6,14.15,1,0
0.6,14.35,1,0
0.6,14.55,1,0
0.6,14.75,1,0
0.6,14.95,1,0
0.6,15.15,1,0
0.6,15.35,1,0
0.6,15.55,1,0
0.6,15.75,1,0
0.6,15.95,1,0
0.6,16.15,1,0
0.6,16.35,1,0
0.6,16.55,1,0
0.6,16.75,1,0
0.6,16.95,1,0
0.6,17.15,1,0
0.6,17.35,1,0
0.6,17.55,1,0
0.6,17.65,1,0
